,path,speakerId,transcription,intent,intentLbl
83,../smart-lights-en-close-field/speech_corpus/audio/1317.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn the living room lights up,IncreaseBrightness,1
114,../smart-lights-en-close-field/speech_corpus/audio/944.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Power the cublicle lamps to ten,SetLightBrightness,2
154,../smart-lights-en-close-field/speech_corpus/audio/16.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Adjust the cella lights to twenty two,SetLightBrightness,2
177,../smart-lights-en-close-field/speech_corpus/audio/1242.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn the brightness down in the living room,DecreaseBrightness,0
218,../smart-lights-en-close-field/speech_corpus/audio/1334.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn up the lights in the kitchen,IncreaseBrightness,1
260,../smart-lights-en-close-field/speech_corpus/audio/1499.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,make it darker in the waiting room,DecreaseBrightness,0
275,../smart-lights-en-close-field/speech_corpus/audio/1178.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn off the lights,SwitchLightOff,4
386,../smart-lights-en-close-field/speech_corpus/audio/1210.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn on the bathroom lights,SwitchLightOn,5
486,../smart-lights-en-close-field/speech_corpus/audio/1321.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn the studio lights to thirty nine,SetLightBrightness,2
655,../smart-lights-en-close-field/speech_corpus/audio/380.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,I want less brightness,DecreaseBrightness,0
790,../smart-lights-en-close-field/speech_corpus/audio/10.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Adjust the bedroom light intensity to thirty nine,SetLightBrightness,2
819,../smart-lights-en-close-field/speech_corpus/audio/1313.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn the lights up in the entrance,IncreaseBrightness,1
838,../smart-lights-en-close-field/speech_corpus/audio/732.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Make the entrance light at twenty two,SetLightBrightness,2
869,../smart-lights-en-close-field/speech_corpus/audio/17.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Adjust the changing room intensity of the lighting to two percent,SetLightBrightness,2
877,../smart-lights-en-close-field/speech_corpus/audio/553.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,In the bathroom turn up the light power,IncreaseBrightness,1
945,../smart-lights-en-close-field/speech_corpus/audio/1400.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,darken the light in the toilet,DecreaseBrightness,0
1035,../smart-lights-en-close-field/speech_corpus/audio/1335.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn up the lights in the pantry,IncreaseBrightness,1
1039,../smart-lights-en-close-field/speech_corpus/audio/37.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Be sure the light intensity is set to twelve percent,SetLightBrightness,2
1134,../smart-lights-en-close-field/speech_corpus/audio/678.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Make it brighter,IncreaseBrightness,1
1257,../smart-lights-en-close-field/speech_corpus/audio/595.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Increase the lighting in the cubicle,IncreaseBrightness,1
1263,../smart-lights-en-close-field/speech_corpus/audio/504.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,I would like the waiting room lights turned up,IncreaseBrightness,1
1275,../smart-lights-en-close-field/speech_corpus/audio/243.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Decrease the intensity of the pantry lighting,DecreaseBrightness,0
1283,../smart-lights-en-close-field/speech_corpus/audio/1219.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn on the lights in the changing room,SwitchLightOn,5
81,../smart-lights-en-close-field/speech_corpus/audio/679.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Make it brighter in here,IncreaseBrightness,1
27,../smart-lights-en-close-field/speech_corpus/audio/1459.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,it's dark in here,SwitchLightOn,5
117,../smart-lights-en-close-field/speech_corpus/audio/1181.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,Turn off the lights for me,SwitchLightOff,4
211,../smart-lights-en-close-field/speech_corpus/audio/1611.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,the parking area need the lights off,SwitchLightOff,4
318,../smart-lights-en-close-field/speech_corpus/audio/1344.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,What do I need to do to get the dining room to fifty brightness?,SetLightBrightness,2
451,../smart-lights-en-close-field/speech_corpus/audio/519.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,I'd like the house lights to be set to twelve.,SetLightBrightness,2
467,../smart-lights-en-close-field/speech_corpus/audio/586.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,Increase the brightness to ten.,SetLightBrightness,2
784,../smart-lights-en-close-field/speech_corpus/audio/1244.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,Turn the brightness in the flat to two,SetLightBrightness,2
1021,../smart-lights-en-close-field/speech_corpus/audio/452.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,I want the lights to be changed to blue,SetLightColor,3
1188,../smart-lights-en-close-field/speech_corpus/audio/1426.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,green is what I would like to the lights to be right now,SetLightColor,3
66,../smart-lights-en-close-field/speech_corpus/audio/1361.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,bed room brightness to two please.,SetLightBrightness,2
70,../smart-lights-en-close-field/speech_corpus/audio/1119.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,The toilet lights should be blue.,SetLightColor,3
252,../smart-lights-en-close-field/speech_corpus/audio/1550.wav,b5843f01-177c-4b76-868b-1223dde7e178,please turn off laundry room lights,SwitchLightOff,4
413,../smart-lights-en-close-field/speech_corpus/audio/647.wav,b5843f01-177c-4b76-868b-1223dde7e178,Lights off please,SwitchLightOff,4
452,../smart-lights-en-close-field/speech_corpus/audio/1587.wav,b5843f01-177c-4b76-868b-1223dde7e178,switch off laundry room lights,SwitchLightOff,4
483,../smart-lights-en-close-field/speech_corpus/audio/1237.wav,b5843f01-177c-4b76-868b-1223dde7e178,Turn the bed room lights off,SwitchLightOff,4
524,../smart-lights-en-close-field/speech_corpus/audio/1130.wav,b5843f01-177c-4b76-868b-1223dde7e178,Turn bed room lights off,SwitchLightOff,4
855,../smart-lights-en-close-field/speech_corpus/audio/1173.wav,b5843f01-177c-4b76-868b-1223dde7e178,Turn off parking lights,SwitchLightOff,4
1006,../smart-lights-en-close-field/speech_corpus/audio/1639.wav,b5843f01-177c-4b76-868b-1223dde7e178,turn off toilet lights,SwitchLightOff,4
86,../smart-lights-en-close-field/speech_corpus/audio/1584.wav,b5843f01-177c-4b76-868b-1223dde7e178,switch lights off,SwitchLightOff,4
108,../smart-lights-en-close-field/speech_corpus/audio/1488.wav,b5843f01-177c-4b76-868b-1223dde7e178,living room lights off,SwitchLightOff,4
326,../smart-lights-en-close-field/speech_corpus/audio/1575.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,shut off the kitchen light,SwitchLightOff,4
375,../smart-lights-en-close-field/speech_corpus/audio/65.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Can you change the lighting intensity of the laundry room to twenty two,SetLightBrightness,2
475,../smart-lights-en-close-field/speech_corpus/audio/925.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Please turn the lights down in the waiting room,DecreaseBrightness,0
639,../smart-lights-en-close-field/speech_corpus/audio/920.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Please turn the cella light to thirty nine,SetLightBrightness,2
645,../smart-lights-en-close-field/speech_corpus/audio/783.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Make the lights not shine anymore,SwitchLightOff,4
846,../smart-lights-en-close-field/speech_corpus/audio/207.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Change the vestibule lighting to two percent,SetLightBrightness,2
918,../smart-lights-en-close-field/speech_corpus/audio/788.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Make the lights turn off,SwitchLightOff,4
1016,../smart-lights-en-close-field/speech_corpus/audio/782.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Make the lights more bright in the bedroom,IncreaseBrightness,1
1149,../smart-lights-en-close-field/speech_corpus/audio/926.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Please turn the lights down to a lower setting in the living room,DecreaseBrightness,0
120,../smart-lights-en-close-field/speech_corpus/audio/1577.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,some light,SwitchLightOn,5
44,../smart-lights-en-close-field/speech_corpus/audio/830.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Please change the colors to red in the bathroom,SetLightColor,3
66,../smart-lights-en-close-field/speech_corpus/audio/1506.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,make the light pink,SetLightColor,3
98,../smart-lights-en-close-field/speech_corpus/audio/632.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Let's have red lights ,SetLightColor,3
103,../smart-lights-en-close-field/speech_corpus/audio/556.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,In the entrance change the colors to red,SetLightColor,3
128,../smart-lights-en-close-field/speech_corpus/audio/290.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Go ahead and turn the large meeting room light to pink,SetLightColor,3
139,../smart-lights-en-close-field/speech_corpus/audio/376.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,I want green light,SetLightColor,3
368,../smart-lights-en-close-field/speech_corpus/audio/723.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Make the color of the light pink.,SetLightColor,3
404,../smart-lights-en-close-field/speech_corpus/audio/25.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Adjust the pantry light to blue,SetLightColor,3
411,../smart-lights-en-close-field/speech_corpus/audio/1261.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Turn the kitchen lights green,SetLightColor,3
431,../smart-lights-en-close-field/speech_corpus/audio/1099.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,The kitchen lights should be pink ,SetLightColor,3
456,../smart-lights-en-close-field/speech_corpus/audio/378.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,I want it pink in here ,SetLightColor,3
640,../smart-lights-en-close-field/speech_corpus/audio/1078.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Switch the lights to blue in the bedroom,SetLightColor,3
685,../smart-lights-en-close-field/speech_corpus/audio/375.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,I want blue lights ,SetLightColor,3
713,../smart-lights-en-close-field/speech_corpus/audio/100.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Can you please change the light color to pink,SetLightColor,3
815,../smart-lights-en-close-field/speech_corpus/audio/1300.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Turn the lights on pink ,SetLightColor,3
888,../smart-lights-en-close-field/speech_corpus/audio/1093.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,The color of the light should be pink in the toilets room,SetLightColor,3
1045,../smart-lights-en-close-field/speech_corpus/audio/61.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Can you change the color of the lights to red in the large meeting room,SetLightColor,3
1092,../smart-lights-en-close-field/speech_corpus/audio/173.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Change the colors to pink,SetLightColor,3
1093,../smart-lights-en-close-field/speech_corpus/audio/1593.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,"switch the garage light to  pink
",SetLightColor,3
68,../smart-lights-en-close-field/speech_corpus/audio/172.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Change the color to blue,SetLightColor,3
71,../smart-lights-en-close-field/speech_corpus/audio/1368.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,can you gimme some light please in the kitchen,SwitchLightOn,5
82,../smart-lights-en-close-field/speech_corpus/audio/45.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,Brighten up the cubicle,IncreaseBrightness,1
412,../smart-lights-en-close-field/speech_corpus/audio/43.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,Brighten the lights,IncreaseBrightness,1
618,../smart-lights-en-close-field/speech_corpus/audio/472.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,I want the waiting room lights at a ten,SetLightBrightness,2
698,../smart-lights-en-close-field/speech_corpus/audio/1369.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,can you give me some lights,SwitchLightOn,5
3,../smart-lights-en-close-field/speech_corpus/audio/1366.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,bring up the lights,IncreaseBrightness,1
22,../smart-lights-en-close-field/speech_corpus/audio/474.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,I want to brighten the laundry room,IncreaseBrightness,1
46,../smart-lights-en-close-field/speech_corpus/audio/44.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,Brighten the lights in the waiting room,IncreaseBrightness,1
356,../smart-lights-en-close-field/speech_corpus/audio/702.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Make my lights brighter. ,IncreaseBrightness,1
383,../smart-lights-en-close-field/speech_corpus/audio/42.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,"Brighten the large meeting room, please.",IncreaseBrightness,1
614,../smart-lights-en-close-field/speech_corpus/audio/286.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Get the room brighter please. ,IncreaseBrightness,1
690,../smart-lights-en-close-field/speech_corpus/audio/481.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,I want to make the room brighter. ,IncreaseBrightness,1
813,../smart-lights-en-close-field/speech_corpus/audio/220.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Could you make the lights in the basement brighter?,IncreaseBrightness,1
875,../smart-lights-en-close-field/speech_corpus/audio/1492.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,lower lights brightness,DecreaseBrightness,0
1015,../smart-lights-en-close-field/speech_corpus/audio/330.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,I need brighter lighting in the bedroom.,IncreaseBrightness,1
1178,../smart-lights-en-close-field/speech_corpus/audio/933.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Please turn up lights in appartment,IncreaseBrightness,1
5,../smart-lights-en-close-field/speech_corpus/audio/772.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Make the lights in the house brighter.,IncreaseBrightness,1
88,../smart-lights-en-close-field/speech_corpus/audio/799.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Make the room brighter.,IncreaseBrightness,1
201,../smart-lights-en-close-field/speech_corpus/audio/512.wav,d6044239-2ce5-4340-9284-4b2b77600122,I'd like more lighting in the bedroom.,IncreaseBrightness,1
214,../smart-lights-en-close-field/speech_corpus/audio/80.wav,d6044239-2ce5-4340-9284-4b2b77600122,Can you increase the brightness?,IncreaseBrightness,1
295,../smart-lights-en-close-field/speech_corpus/audio/575.wav,d6044239-2ce5-4340-9284-4b2b77600122,Increase lighting in small meeting room,IncreaseBrightness,1
479,../smart-lights-en-close-field/speech_corpus/audio/919.wav,d6044239-2ce5-4340-9284-4b2b77600122,Please turn the brightness up ,IncreaseBrightness,1
521,../smart-lights-en-close-field/speech_corpus/audio/1478.wav,d6044239-2ce5-4340-9284-4b2b77600122,lights need brightened in the lounge,IncreaseBrightness,1
761,../smart-lights-en-close-field/speech_corpus/audio/849.wav,d6044239-2ce5-4340-9284-4b2b77600122,Please increase lights.,IncreaseBrightness,1
809,../smart-lights-en-close-field/speech_corpus/audio/576.wav,d6044239-2ce5-4340-9284-4b2b77600122,Increase lights in entire house,IncreaseBrightness,1
923,../smart-lights-en-close-field/speech_corpus/audio/1661.wav,d6044239-2ce5-4340-9284-4b2b77600122,turn up light in basement,IncreaseBrightness,1
15,../smart-lights-en-close-field/speech_corpus/audio/518.wav,d6044239-2ce5-4340-9284-4b2b77600122,I'd like the brightness turned up in the garage,IncreaseBrightness,1
82,../smart-lights-en-close-field/speech_corpus/audio/936.wav,d6044239-2ce5-4340-9284-4b2b77600122,Please turn up the lights.,IncreaseBrightness,1
3,../smart-lights-en-close-field/speech_corpus/audio/496.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I would like the brightness of the lights to be level five.,SetLightBrightness,2
8,../smart-lights-en-close-field/speech_corpus/audio/1042.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Shut down the kids bedroom lights.,SwitchLightOff,4
17,../smart-lights-en-close-field/speech_corpus/audio/986.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Set living room bright level to twenty two,SetLightBrightness,2
18,../smart-lights-en-close-field/speech_corpus/audio/1303.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn the lights on.,SwitchLightOn,5
20,../smart-lights-en-close-field/speech_corpus/audio/846.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Please get the lights off.,SwitchLightOff,4
45,../smart-lights-en-close-field/speech_corpus/audio/741.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make the laundry room a bit darker please,DecreaseBrightness,0
46,../smart-lights-en-close-field/speech_corpus/audio/558.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,In the garage change the lights to pink,SetLightColor,3
70,../smart-lights-en-close-field/speech_corpus/audio/1374.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,can you make the light go blue,SetLightColor,3
102,../smart-lights-en-close-field/speech_corpus/audio/1445.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,in the backyard the lights need to be pink,SetLightColor,3
147,../smart-lights-en-close-field/speech_corpus/audio/1168.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn meeting room lights off.,SwitchLightOff,4
151,../smart-lights-en-close-field/speech_corpus/audio/1097.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,The garage should have its lights turned off now,SwitchLightOff,4
152,../smart-lights-en-close-field/speech_corpus/audio/963.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Put the parking brightness at twenty,SetLightBrightness,2
170,../smart-lights-en-close-field/speech_corpus/audio/1424.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,get the lights on now please,SwitchLightOn,5
173,../smart-lights-en-close-field/speech_corpus/audio/1625.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,turn down the brightness level of light bulbs,DecreaseBrightness,0
186,../smart-lights-en-close-field/speech_corpus/audio/1125.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn all lighting on.,SwitchLightOn,5
210,../smart-lights-en-close-field/speech_corpus/audio/1355.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,all lights off please.,SwitchLightOff,4
219,../smart-lights-en-close-field/speech_corpus/audio/892.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Please switch the color of the light to be red please.,SetLightColor,3
